,Unnamed: 0,state,county,windmills_count,longitude,latitude,zipcode,pop_density,med_household_income,ZipCode,StateName,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08
3786,3786,CA,Kern County,9,-118.32202099999999,35.057533,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
3862,3862,CA,Kern County,41,-118.37532,35.092403000000004,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
3934,3934,CA,Kern County,48,-118.244965,35.087883000000005,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
4281,4281,CA,Kern County,56,-118.23658799999998,35.044697,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
4308,4308,CA,Kern County,44,-118.29998799999998,35.034294,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
4584,4584,CA,Alameda County,6,-122.25177,37.732440999999994,94502,5074,105616,94502,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450300.0,456400.0,493600.0,515800.0,535500.0,522200.0,554700.0,520200.0,567200.0,551400.0,592300.0,546100.0,534900.0,549900.0,575000.0,576300.0,547200.0,601100.0,611300.0,621800.0,610700.0,601300.0,645600.0,653000.0,685800.0,652700.0,674900.0,660100.0,672300.0,608500.0,621800.0,636200.0,619000.0,610300.0,626600.0,723400.0,743000.0,731300.0,688000.0,714100.0,741900.0,771800.0,837200.0,865800.0,880800.0,910300.0,858800.0,843800.0,757700.0,814000,825500,866900,882000,886500,850400,818200,827700,858000,844400,844500,895800,927500,950700,920700,906500,894700,878600,930500,928000,918700,859900,857300.0,843000.0,894800.0,919000.0,1000400.0,
4589,4589,CA,Contra Costa County,38,-121.653885,37.802994,94551,467,95716,94551,California,495400.0,488600.0,429300.0,415200.0,409800.0,429600.0,408100.0,384800.0,367200.0,359500.0,350800.0,329900.0,317000.0,321500.0,325400.0,335900.0,346000.0,352100.0,369100.0,381000.0,406300.0,394600.0,381100.0,373400.0,361400.0,360700.0,355700.0,376600.0,359000.0,346200.0,340500.0,344400.0,349900.0,347200.0,341400.0,335200.0,321100.0,328900.0,331500.0,339300.0,336900.0,336900.0,328000.0,321700.0,317300.0,320200.0,330300.0,343900.0,339100.0,340900.0,322600.0,358400.0,370900.0,387400.0,385200.0,394900.0,408500.0,410700.0,397800.0,400200.0,404100.0,438900.0,451500.0,459500.0,446600.0,462500.0,488300.0,502200.0,503300.0,496500.0,506500.0,533800.0,548000.0,556000.0,526400.0,503200.0,509100.0,525000.0,529900.0,529200.0,528900.0,549300.0,553500.0,557300.0,565900.0,568200.0,574900.0,587500.0,594200.0,593100.0,589000.0,600000.0,591100.0,596500.0,598000.0,639500.0,637100.0,633800.0,617000,623000,628700,634000,632000,635000,632400,633100,634400,643000,647500,660300,660300,662100,659200,671400,688400,704300,704800,726000,718200,745900,728900.0,745100.0,726500.0,733600.0,725100.0,
4590,4590,CA,Contra Costa County,34,-121.72078700000002,37.784393,94551,467,95716,94551,California,495400.0,488600.0,429300.0,415200.0,409800.0,429600.0,408100.0,384800.0,367200.0,359500.0,350800.0,329900.0,317000.0,321500.0,325400.0,335900.0,346000.0,352100.0,369100.0,381000.0,406300.0,394600.0,381100.0,373400.0,361400.0,360700.0,355700.0,376600.0,359000.0,346200.0,340500.0,344400.0,349900.0,347200.0,341400.0,335200.0,321100.0,328900.0,331500.0,339300.0,336900.0,336900.0,328000.0,321700.0,317300.0,320200.0,330300.0,343900.0,339100.0,340900.0,322600.0,358400.0,370900.0,387400.0,385200.0,394900.0,408500.0,410700.0,397800.0,400200.0,404100.0,438900.0,451500.0,459500.0,446600.0,462500.0,488300.0,502200.0,503300.0,496500.0,506500.0,533800.0,548000.0,556000.0,526400.0,503200.0,509100.0,525000.0,529900.0,529200.0,528900.0,549300.0,553500.0,557300.0,565900.0,568200.0,574900.0,587500.0,594200.0,593100.0,589000.0,600000.0,591100.0,596500.0,598000.0,639500.0,637100.0,633800.0,617000,623000,628700,634000,632000,635000,632400,633100,634400,643000,647500,660300,660300,662100,659200,671400,688400,704300,704800,726000,718200,745900,728900.0,745100.0,726500.0,733600.0,725100.0,
4636,4636,CA,Alameda County,31,-121.63528400000001,37.778896,94551,467,95716,94551,California,495400.0,488600.0,429300.0,415200.0,409800.0,429600.0,408100.0,384800.0,367200.0,359500.0,350800.0,329900.0,317000.0,321500.0,325400.0,335900.0,346000.0,352100.0,369100.0,381000.0,406300.0,394600.0,381100.0,373400.0,361400.0,360700.0,355700.0,376600.0,359000.0,346200.0,340500.0,344400.0,349900.0,347200.0,341400.0,335200.0,321100.0,328900.0,331500.0,339300.0,336900.0,336900.0,328000.0,321700.0,317300.0,320200.0,330300.0,343900.0,339100.0,340900.0,322600.0,358400.0,370900.0,387400.0,385200.0,394900.0,408500.0,410700.0,397800.0,400200.0,404100.0,438900.0,451500.0,459500.0,446600.0,462500.0,488300.0,502200.0,503300.0,496500.0,506500.0,533800.0,548000.0,556000.0,526400.0,503200.0,509100.0,525000.0,529900.0,529200.0,528900.0,549300.0,553500.0,557300.0,565900.0,568200.0,574900.0,587500.0,594200.0,593100.0,589000.0,600000.0,591100.0,596500.0,598000.0,639500.0,637100.0,633800.0,617000,623000,628700,634000,632000,635000,632400,633100,634400,643000,647500,660300,660300,662100,659200,671400,688400,704300,704800,726000,718200,745900,728900.0,745100.0,726500.0,733600.0,725100.0,
4645,4645,CA,Alameda County,20,-121.657082,37.772514,94551,467,95716,94551,California,495400.0,488600.0,429300.0,415200.0,409800.0,429600.0,408100.0,384800.0,367200.0,359500.0,350800.0,329900.0,317000.0,321500.0,325400.0,335900.0,346000.0,352100.0,369100.0,381000.0,406300.0,394600.0,381100.0,373400.0,361400.0,360700.0,355700.0,376600.0,359000.0,346200.0,340500.0,344400.0,349900.0,347200.0,341400.0,335200.0,321100.0,328900.0,331500.0,339300.0,336900.0,336900.0,328000.0,321700.0,317300.0,320200.0,330300.0,343900.0,339100.0,340900.0,322600.0,358400.0,370900.0,387400.0,385200.0,394900.0,408500.0,410700.0,397800.0,400200.0,404100.0,438900.0,451500.0,459500.0,446600.0,462500.0,488300.0,502200.0,503300.0,496500.0,506500.0,533800.0,548000.0,556000.0,526400.0,503200.0,509100.0,525000.0,529900.0,529200.0,528900.0,549300.0,553500.0,557300.0,565900.0,568200.0,574900.0,587500.0,594200.0,593100.0,589000.0,600000.0,591100.0,596500.0,598000.0,639500.0,637100.0,633800.0,617000,623000,628700,634000,632000,635000,632400,633100,634400,643000,647500,660300,660300,662100,659200,671400,688400,704300,704800,726000,718200,745900,728900.0,745100.0,726500.0,733600.0,725100.0,
4683,4683,CA,Contra Costa County,1,-121.653076,37.802406,94551,467,95716,94551,California,495400.0,488600.0,429300.0,415200.0,409800.0,429600.0,408100.0,384800.0,367200.0,359500.0,350800.0,329900.0,317000.0,321500.0,325400.0,335900.0,346000.0,352100.0,369100.0,381000.0,406300.0,394600.0,381100.0,373400.0,361400.0,360700.0,355700.0,376600.0,359000.0,346200.0,340500.0,344400.0,349900.0,347200.0,341400.0,335200.0,321100.0,328900.0,331500.0,339300.0,336900.0,336900.0,328000.0,321700.0,317300.0,320200.0,330300.0,343900.0,339100.0,340900.0,322600.0,358400.0,370900.0,387400.0,385200.0,394900.0,408500.0,410700.0,397800.0,400200.0,404100.0,438900.0,451500.0,459500.0,446600.0,462500.0,488300.0,502200.0,503300.0,496500.0,506500.0,533800.0,548000.0,556000.0,526400.0,503200.0,509100.0,525000.0,529900.0,529200.0,528900.0,549300.0,553500.0,557300.0,565900.0,568200.0,574900.0,587500.0,594200.0,593100.0,589000.0,600000.0,591100.0,596500.0,598000.0,639500.0,637100.0,633800.0,617000,623000,628700,634000,632000,635000,632400,633100,634400,643000,647500,660300,660300,662100,659200,671400,688400,704300,704800,726000,718200,745900,728900.0,745100.0,726500.0,733600.0,725100.0,
4684,4684,CA,Marin County,1,-122.679672,38.15757,94947,1070,80719,94947,California,562800.0,468700.0,483000.0,469000.0,490900.0,438400.0,440000.0,386500.0,393900.0,407000.0,428900.0,425800.0,363100.0,324800.0,323300.0,350100.0,386500.0,409000.0,417700.0,445900.0,451900.0,440400.0,430100.0,360500.0,368100.0,334200.0,422300.0,422700.0,450000.0,440600.0,467100.0,449700.0,405100.0,383600.0,356100.0,346800.0,346100.0,396100.0,388900.0,379600.0,360300.0,410300.0,384700.0,389700.0,387000.0,414300.0,425000.0,371200.0,353900.0,336900.0,397600.0,416300.0,421000.0,426700.0,462100.0,478800.0,476700.0,477600.0,480400.0,487900.0,471200.0,472100.0,463400.0,481900.0,497900.0,512700.0,517000.0,548700.0,578900.0,583600.0,556900.0,523500.0,538400.0,579000.0,594800.0,585800.0,572600.0,604400.0,582600.0,575900.0,551900.0,583700.0,605500.0,655600.0,703600.0,688400.0,671900.0,636800.0,667300.0,654600.0,672400.0,663100.0,705500.0,704000.0,665100.0,640700.0,621900.0,695600.0,716200,753400,724400,720200,721400,729900,703500,723700,739900,674000,646400,627200,729100,731000,732200,727000,774700,782100,787100,740700,766300,773000,780900.0,785300.0,766700.0,725500.0,707000.0,
4685,4685,CA,Merced County,163,-121.17618600000002,37.031593,95023,118,67481,95023,California,377600.0,376700.0,362400.0,339100.0,314500.0,305400.0,306500.0,289000.0,280200.0,268100.0,264000.0,251900.0,246500.0,240100.0,243200.0,249000.0,249100.0,255900.0,256200.0,261300.0,256400.0,256700.0,259600.0,264400.0,268300.0,291200.0,296200.0,295000.0,271800.0,266000.0,262700.0,270500.0,268600.0,271300.0,265600.0,265500.0,255400.0,248200.0,253000.0,255600.0,257400.0,248300.0,247000.0,254800.0,244200.0,246000.0,238300.0,245900.0,239500.0,242900.0,252100.0,256300.0,258800.0,256200.0,261500.0,267700.0,272400.0,287500.0,287900.0,305600.0,319700.0,339500.0,345700.0,358000.0,373300.0,385600.0,366800.0,366300.0,351200.0,379200.0,385200.0,392200.0,402600.0,408200.0,423600.0,414300.0,407600.0,408900.0,413900.0,416300.0,422600.0,422500.0,426100.0,426200.0,425600.0,426300.0,434300.0,446700.0,457100.0,455700.0,458400.0,470100.0,478000.0,484400.0,478000.0,477500.0,484200.0,492800.0,497000,491200,488300,508700,510200,514900,495800,497400,508800,525200,533100,531000,530000,531800,539200,547700,536800,536900,515800,528900,530100,552700,564800.0,571100.0,577000.0,569600.0,584000.0,
4752,4752,CA,Merced County,1,-121.187164,37.040797999999995,95023,118,67481,95023,California,377600.0,376700.0,362400.0,339100.0,314500.0,305400.0,306500.0,289000.0,280200.0,268100.0,264000.0,251900.0,246500.0,240100.0,243200.0,249000.0,249100.0,255900.0,256200.0,261300.0,256400.0,256700.0,259600.0,264400.0,268300.0,291200.0,296200.0,295000.0,271800.0,266000.0,262700.0,270500.0,268600.0,271300.0,265600.0,265500.0,255400.0,248200.0,253000.0,255600.0,257400.0,248300.0,247000.0,254800.0,244200.0,246000.0,238300.0,245900.0,239500.0,242900.0,252100.0,256300.0,258800.0,256200.0,261500.0,267700.0,272400.0,287500.0,287900.0,305600.0,319700.0,339500.0,345700.0,358000.0,373300.0,385600.0,366800.0,366300.0,351200.0,379200.0,385200.0,392200.0,402600.0,408200.0,423600.0,414300.0,407600.0,408900.0,413900.0,416300.0,422600.0,422500.0,426100.0,426200.0,425600.0,426300.0,434300.0,446700.0,457100.0,455700.0,458400.0,470100.0,478000.0,484400.0,478000.0,477500.0,484200.0,492800.0,497000,491200,488300,508700,510200,514900,495800,497400,508800,525200,533100,531000,530000,531800,539200,547700,536800,536900,515800,528900,530100,552700,564800.0,571100.0,577000.0,569600.0,584000.0,
4786,4786,CA,Alameda County,1400,-121.59738899999999,37.699894,95377,286,98072,95377,California,,,,,,,,,,,,,,,,,,248500.0,253000.0,259900.0,265700.0,269100.0,275500.0,279300.0,279000.0,273700.0,270400.0,266100.0,273000.0,272800.0,280500.0,274900.0,277900.0,274800.0,267300.0,263100.0,261400.0,264500.0,265800.0,261500.0,259100.0,249900.0,250500.0,250900.0,258400.0,265900.0,269000.0,270400.0,264100.0,261700.0,263700.0,263800.0,269800.0,271400.0,279500.0,287100.0,296000.0,300200.0,306600.0,304500.0,308900.0,316600.0,337700.0,353400.0,371200.0,374300.0,378800.0,369700.0,379900.0,383200.0,393800.0,400800.0,403200.0,402600.0,393000.0,394800.0,391400.0,390400.0,394600.0,397400.0,397100.0,398200.0,402800.0,409300.0,412400.0,411900.0,412200.0,415400.0,416800.0,420000.0,420300.0,425000.0,427900.0,429800.0,432700.0,435900.0,439600.0,436600.0,437200,436500,448500,449900,450900,452600,458800,463300,461100,458100,458100,462900,465400,470400,472800,479400,484500,484600,499000,505100,508000,504900,517800.0,521100.0,517100.0,505900.0,512900.0,523300.0
4790,4790,CA,Alameda County,48,-121.60194399999999,37.723057,95377,286,98072,95377,California,,,,,,,,,,,,,,,,,,248500.0,253000.0,259900.0,265700.0,269100.0,275500.0,279300.0,279000.0,273700.0,270400.0,266100.0,273000.0,272800.0,280500.0,274900.0,277900.0,274800.0,267300.0,263100.0,261400.0,264500.0,265800.0,261500.0,259100.0,249900.0,250500.0,250900.0,258400.0,265900.0,269000.0,270400.0,264100.0,261700.0,263700.0,263800.0,269800.0,271400.0,279500.0,287100.0,296000.0,300200.0,306600.0,304500.0,308900.0,316600.0,337700.0,353400.0,371200.0,374300.0,378800.0,369700.0,379900.0,383200.0,393800.0,400800.0,403200.0,402600.0,393000.0,394800.0,391400.0,390400.0,394600.0,397400.0,397100.0,398200.0,402800.0,409300.0,412400.0,411900.0,412200.0,415400.0,416800.0,420000.0,420300.0,425000.0,427900.0,429800.0,432700.0,435900.0,439600.0,436600.0,437200,436500,448500,449900,450900,452600,458800,463300,461100,458100,458100,462900,465400,470400,472800,479400,484500,484600,499000,505100,508000,504900,517800.0,521100.0,517100.0,505900.0,512900.0,523300.0
4810,4810,CA,Alameda County,200,-121.65109299999999,37.738434000000005,95377,286,98072,95377,California,,,,,,,,,,,,,,,,,,248500.0,253000.0,259900.0,265700.0,269100.0,275500.0,279300.0,279000.0,273700.0,270400.0,266100.0,273000.0,272800.0,280500.0,274900.0,277900.0,274800.0,267300.0,263100.0,261400.0,264500.0,265800.0,261500.0,259100.0,249900.0,250500.0,250900.0,258400.0,265900.0,269000.0,270400.0,264100.0,261700.0,263700.0,263800.0,269800.0,271400.0,279500.0,287100.0,296000.0,300200.0,306600.0,304500.0,308900.0,316600.0,337700.0,353400.0,371200.0,374300.0,378800.0,369700.0,379900.0,383200.0,393800.0,400800.0,403200.0,402600.0,393000.0,394800.0,391400.0,390400.0,394600.0,397400.0,397100.0,398200.0,402800.0,409300.0,412400.0,411900.0,412200.0,415400.0,416800.0,420000.0,420300.0,425000.0,427900.0,429800.0,432700.0,435900.0,439600.0,436600.0,437200,436500,448500,449900,450900,452600,458800,463300,461100,458100,458100,462900,465400,470400,472800,479400,484500,484600,499000,505100,508000,504900,517800.0,521100.0,517100.0,505900.0,512900.0,523300.0
5087,5087,CA,Alameda County,201,-121.60938999999999,37.707096,95377,286,98072,95377,California,,,,,,,,,,,,,,,,,,248500.0,253000.0,259900.0,265700.0,269100.0,275500.0,279300.0,279000.0,273700.0,270400.0,266100.0,273000.0,272800.0,280500.0,274900.0,277900.0,274800.0,267300.0,263100.0,261400.0,264500.0,265800.0,261500.0,259100.0,249900.0,250500.0,250900.0,258400.0,265900.0,269000.0,270400.0,264100.0,261700.0,263700.0,263800.0,269800.0,271400.0,279500.0,287100.0,296000.0,300200.0,306600.0,304500.0,308900.0,316600.0,337700.0,353400.0,371200.0,374300.0,378800.0,369700.0,379900.0,383200.0,393800.0,400800.0,403200.0,402600.0,393000.0,394800.0,391400.0,390400.0,394600.0,397400.0,397100.0,398200.0,402800.0,409300.0,412400.0,411900.0,412200.0,415400.0,416800.0,420000.0,420300.0,425000.0,427900.0,429800.0,432700.0,435900.0,439600.0,436600.0,437200,436500,448500,449900,450900,452600,458800,463300,461100,458100,458100,462900,465400,470400,472800,479400,484500,484600,499000,505100,508000,504900,517800.0,521100.0,517100.0,505900.0,512900.0,523300.0
5124,5124,CA,Alameda County,73,-121.60988600000002,37.692394,95377,286,98072,95377,California,,,,,,,,,,,,,,,,,,248500.0,253000.0,259900.0,265700.0,269100.0,275500.0,279300.0,279000.0,273700.0,270400.0,266100.0,273000.0,272800.0,280500.0,274900.0,277900.0,274800.0,267300.0,263100.0,261400.0,264500.0,265800.0,261500.0,259100.0,249900.0,250500.0,250900.0,258400.0,265900.0,269000.0,270400.0,264100.0,261700.0,263700.0,263800.0,269800.0,271400.0,279500.0,287100.0,296000.0,300200.0,306600.0,304500.0,308900.0,316600.0,337700.0,353400.0,371200.0,374300.0,378800.0,369700.0,379900.0,383200.0,393800.0,400800.0,403200.0,402600.0,393000.0,394800.0,391400.0,390400.0,394600.0,397400.0,397100.0,398200.0,402800.0,409300.0,412400.0,411900.0,412200.0,415400.0,416800.0,420000.0,420300.0,425000.0,427900.0,429800.0,432700.0,435900.0,439600.0,436600.0,437200,436500,448500,449900,450900,452600,458800,463300,461100,458100,458100,462900,465400,470400,472800,479400,484500,484600,499000,505100,508000,504900,517800.0,521100.0,517100.0,505900.0,512900.0,523300.0
5238,5238,CA,Alameda County,48,-121.56188999999999,37.723595,95377,286,98072,95377,California,,,,,,,,,,,,,,,,,,248500.0,253000.0,259900.0,265700.0,269100.0,275500.0,279300.0,279000.0,273700.0,270400.0,266100.0,273000.0,272800.0,280500.0,274900.0,277900.0,274800.0,267300.0,263100.0,261400.0,264500.0,265800.0,261500.0,259100.0,249900.0,250500.0,250900.0,258400.0,265900.0,269000.0,270400.0,264100.0,261700.0,263700.0,263800.0,269800.0,271400.0,279500.0,287100.0,296000.0,300200.0,306600.0,304500.0,308900.0,316600.0,337700.0,353400.0,371200.0,374300.0,378800.0,369700.0,379900.0,383200.0,393800.0,400800.0,403200.0,402600.0,393000.0,394800.0,391400.0,390400.0,394600.0,397400.0,397100.0,398200.0,402800.0,409300.0,412400.0,411900.0,412200.0,415400.0,416800.0,420000.0,420300.0,425000.0,427900.0,429800.0,432700.0,435900.0,439600.0,436600.0,437200,436500,448500,449900,450900,452600,458800,463300,461100,458100,458100,462900,465400,470400,472800,479400,484500,484600,499000,505100,508000,504900,517800.0,521100.0,517100.0,505900.0,512900.0,523300.0
5291,5291,CA,Alameda County,16,-121.65068799999999,37.726093,95377,286,98072,95377,California,,,,,,,,,,,,,,,,,,248500.0,253000.0,259900.0,265700.0,269100.0,275500.0,279300.0,279000.0,273700.0,270400.0,266100.0,273000.0,272800.0,280500.0,274900.0,277900.0,274800.0,267300.0,263100.0,261400.0,264500.0,265800.0,261500.0,259100.0,249900.0,250500.0,250900.0,258400.0,265900.0,269000.0,270400.0,264100.0,261700.0,263700.0,263800.0,269800.0,271400.0,279500.0,287100.0,296000.0,300200.0,306600.0,304500.0,308900.0,316600.0,337700.0,353400.0,371200.0,374300.0,378800.0,369700.0,379900.0,383200.0,393800.0,400800.0,403200.0,402600.0,393000.0,394800.0,391400.0,390400.0,394600.0,397400.0,397100.0,398200.0,402800.0,409300.0,412400.0,411900.0,412200.0,415400.0,416800.0,420000.0,420300.0,425000.0,427900.0,429800.0,432700.0,435900.0,439600.0,436600.0,437200,436500,448500,449900,450900,452600,458800,463300,461100,458100,458100,462900,465400,470400,472800,479400,484500,484600,499000,505100,508000,504900,517800.0,521100.0,517100.0,505900.0,512900.0,523300.0
5305,5305,CA,Alameda County,1,-121.59608500000002,37.696896,95377,286,98072,95377,California,,,,,,,,,,,,,,,,,,248500.0,253000.0,259900.0,265700.0,269100.0,275500.0,279300.0,279000.0,273700.0,270400.0,266100.0,273000.0,272800.0,280500.0,274900.0,277900.0,274800.0,267300.0,263100.0,261400.0,264500.0,265800.0,261500.0,259100.0,249900.0,250500.0,250900.0,258400.0,265900.0,269000.0,270400.0,264100.0,261700.0,263700.0,263800.0,269800.0,271400.0,279500.0,287100.0,296000.0,300200.0,306600.0,304500.0,308900.0,316600.0,337700.0,353400.0,371200.0,374300.0,378800.0,369700.0,379900.0,383200.0,393800.0,400800.0,403200.0,402600.0,393000.0,394800.0,391400.0,390400.0,394600.0,397400.0,397100.0,398200.0,402800.0,409300.0,412400.0,411900.0,412200.0,415400.0,416800.0,420000.0,420300.0,425000.0,427900.0,429800.0,432700.0,435900.0,439600.0,436600.0,437200,436500,448500,449900,450900,452600,458800,463300,461100,458100,458100,462900,465400,470400,472800,479400,484500,484600,499000,505100,508000,504900,517800.0,521100.0,517100.0,505900.0,512900.0,523300.0
